Platform,Language,Date,App ID,App Name,Publisher ID,Publisher Name,User,Version,Rating,Title,Review
Google Play,English,10/31/2018,com.amazon.kindle,Amazon Kindle,2.02E+13,Amazon Mobile LLC,,8.12.0.59,5,,Super
Google Play,English,10/31/2018,com.amazon.kindle,Amazon Kindle,2.02E+13,Amazon Mobile LLC,,8.12.0.59,3,,I am having problems it keeps deleting it self then I have to keep putting it back on its annoying.
Google Play,English,10/31/2018,com.amazon.kindle,Amazon Kindle,2.02E+13,Amazon Mobile LLC,,,5,,Totally this is nice
Google Play,English,10/31/2018,com.amazon.kindle,Amazon Kindle,2.02E+13,Amazon Mobile LLC,,8.11.0.57,5,,So far i find it special sothat i can't think of any other similar app.!
Google Play,English,10/31/2018,com.amazon.kindle,Amazon Kindle,2.02E+13,Amazon Mobile LLC,,,1,,Very very bad app
Google Play,English,10/31/2018,com.amazon.kindle,Amazon Kindle,2.02E+13,Amazon Mobile LLC,,,5,,I liked it
Google Play,English,10/31/2018,com.amazon.kindle,Amazon Kindle,2.02E+13,Amazon Mobile LLC,,,5,,It's the best reading app
Google Play,English,10/31/2018,com.amazon.kindle,Amazon Kindle,2.02E+13,Amazon Mobile LLC,,,5,,Love it
Google Play,English,10/31/2018,com.amazon.kindle,Amazon Kindle,2.02E+13,Amazon Mobile LLC,,8.12.0.59,1,,"They are asking for money twice for same book in Audible and Kindle , even it is same company"
Google Play,English,10/31/2018,com.amazon.kindle,Amazon Kindle,2.02E+13,Amazon Mobile LLC,,8.12.0.59,5,,Awesome
Google Play,English,10/31/2018,com.amazon.kindle,Amazon Kindle,2.02E+13,Amazon Mobile LLC,,8.12.0.59,5,,Best app ever
Google Play,English,10/31/2018,com.amazon.kindle,Amazon Kindle,2.02E+13,Amazon Mobile LLC,,,5,,I need to reset my Amazon password
Google Play,English,10/31/2018,com.amazon.kindle,Amazon Kindle,2.02E+13,Amazon Mobile LLC,,8.12.0.59,2,,"continuously quits working. Keeps telling me to delete a book and redownload it. Can't finish what i start reading due to this issue, which only started with the latest update."
Google Play,English,10/31/2018,com.amazon.kindle,Amazon Kindle,2.02E+13,Amazon Mobile LLC,,8.4.0.75,4,,Gd app loved the books
Google Play,English,10/31/2018,com.amazon.kindle,Amazon Kindle,2.02E+13,Amazon Mobile LLC,,,5,,Pajal app
Google Play,English,10/31/2018,com.amazon.kindle,Amazon Kindle,2.02E+13,Amazon Mobile LLC,,8.11.0.57,5,,Like you books even yeah!
Google Play,English,10/31/2018,com.amazon.kindle,Amazon Kindle,2.02E+13,Amazon Mobile LLC,,8.12.0.59,1,,Nothing great
Google Play,English,10/31/2018,com.amazon.kindle,Amazon Kindle,2.02E+13,Amazon Mobile LLC,,8.12.0.59,4,,Ability to magnify while highliting is a disaster.Please remove this function in you next update.
Google Play,English,10/31/2018,com.amazon.kindle,Amazon Kindle,2.02E+13,Amazon Mobile LLC,,8.12.0.59,1,,I use to love this app as I read all the time but lately it's been randomly closing on me. I've uninstalled it and reinstalled it reported it and fought with it for a while now but still not resolved.
Google Play,English,10/31/2018,com.amazon.kindle,Amazon Kindle,2.02E+13,Amazon Mobile LLC,,8.11.0.57,5,,Best book service
Google Play,English,10/31/2018,com.amazon.kindle,Amazon Kindle,2.02E+13,Amazon Mobile LLC,,8.12.0.59,5,,"U can buy books at best price it's best app at all apps so download it and u also download books and read ,enjoy on reading thanks for this app"
Google Play,English,10/31/2018,com.amazon.kindle,Amazon Kindle,2.02E+13,Amazon Mobile LLC,,,5,,But not use
Google Play,English,10/31/2018,com.amazon.kindle,Amazon Kindle,2.02E+13,Amazon Mobile LLC,,,5,,A lot of great books
Google Play,English,10/31/2018,com.amazon.kindle,Amazon Kindle,2.02E+13,Amazon Mobile LLC,,8.12.0.59,1,,The app is not working it keeps shutting down and not coming back up
Google Play,English,10/31/2018,com.amazon.kindle,Amazon Kindle,2.02E+13,Amazon Mobile LLC,,8.12.0.59,1,,I like everything about this app..exept for the fact that it only shows me samples of each book and then we have to pay for them.😐😣
Google Play,English,10/31/2018,com.amazon.kindle,Amazon Kindle,2.02E+13,Amazon Mobile LLC,,,5,,"Great app! They just implemented a feature to scroll, instead of page flip, which has made a massive difference. Now when the cat wants to snuggle, I can keep the text at the top of the screen. That was a legitimate first world problem I had been having."
