Review,rating,week_start,Compound,Positive,Neutral,Negative
It's a good reading application.Can be prescribed as a good application for reading e-books.,4,5/21/2018,0.7003,0.367,0.633,0
Keeps freezing and stops working! Please fix!,5,5/21/2018,0.2225,0.233,0.405,0.363
Nice,5,5/21/2018,0.4215,1,0,0
Nice,4,5/21/2018,0.4215,1,0,0
I find the app good. However I read at night and the screen is so bright. There should be some sort of night mode or ability to lower the brightness.,4,5/21/2018,0.8534,0.314,0.626,0.06
Great,5,5/21/2018,0.6249,1,0,0
I don't like it,1,5/21/2018,-0.2755,0,0.487,0.513
It will very very nice,5,5/21/2018,0.5222,0.457,0.543,0
I. Love. Reading. But. It. Made. Me read. More i. Recomend. This. App,5,5/21/2018,0.3818,0.178,0.822,0
Awesome,5,5/21/2018,0.6249,1,0,0
Super,5,5/21/2018,0.5994,1,0,0
Awesome,5,5/21/2018,0.6249,1,0,0
Love the app,5,5/21/2018,0.6369,0.677,0.323,0
Perfect,5,5/21/2018,0.5719,1,0,0
"No changelogs, no fun.",1,5/21/2018,-0.0258,0.379,0.115,0.506
Yet again the new update makes the program unusable. Program keeps crashing and won't load book pages. These constant glitches after updates are becoming increasingly frustrating.,2,5/21/2018,-0.4404,0,0.896,0.104
Would like a smart list or wishlist button to select. Would also like a choice to add items to a cart instead of individual purchases. Need a better way to delete items.,3,5/21/2018,0.8625,0.306,0.694,0
It is very useful for kids who want to learn,5,5/21/2018,0.5413,0.36,0.64,0
Awesome and many freebies,5,5/21/2018,0.7845,0.775,0.225,0
I hate because it would not let me login,1,5/21/2018,-0.5719,0,0.654,0.346
Just awesome,5,5/21/2018,0.6249,0.804,0.196,0
Terrible,1,5/21/2018,-0.4767,0,0,1
"Great app. Ability to borrow, and download on other devices.",5,5/21/2018,0.7506,0.444,0.556,0
It's amazing to have. I 💖 it.,5,5/21/2018,0.7184,0.545,0.455,0
Most useful for Amazon customers.,4,5/21/2018,0.6318,0.632,0.368,0
"When you bookmark a page , the corner of that page is folded. But after the update ,it is changed to something ugly, copied from Google books app. Change it to the original.",2,5/21/2018,-0.3612,0.081,0.797,0.122
It's gotten better,5,5/21/2018,0.4404,0.592,0.408,0
It's overall good n I liked it,3,5/21/2018,0.6908,0.655,0.345,0
Its great,5,5/21/2018,0.6249,0.804,0.196,0
I love it! Great books and u can save the settings for night reading,5,5/21/2018,0.9151,0.567,0.433,0
Very good but not as good as it was before recent makeover,5,5/21/2018,0.7496,0.39,0.61,0
Good,5,5/21/2018,0.4404,1,0,0
Awesome selection of free books which I've been using to catch up on classics I've always meant to read. Huge selection of paid books with many $.99 deals. Definitely recommend this app.,5,5/21/2018,0.9313,0.356,0.644,0
good,5,5/21/2018,0.4404,1,0,0
good,5,5/21/2018,0.4404,1,0,0
I love the amazon kindle app. I love being able to store my library on numerous services and pick up where I left off. It's a great app.,5,5/21/2018,0.9349,0.415,0.585,0
So nice,5,5/21/2018,0.4754,0.756,0.244,0
This is not a good àp u hv to pay for reading each book many other aaps are better than this,1,5/21/2018,0.0243,0.128,0.705,0.168
Having a library with u every time with such a ease is amazing thank u till now I am satisfied... 😊,4,5/21/2018,0.93,0.497,0.503,0
I found all library books in this app it is an awesome innvension,5,5/21/2018,0.6249,0.272,0.728,0
I just love the website,5,5/21/2018,0.6369,0.583,0.417,0
Very nice,5,5/21/2018,0.4754,0.756,0.244,0
Not good it says give free but ask for money and buy from amazon,1,5/21/2018,0.3605,0.248,0.651,0.101
Hey..... Plz let everyone open every book man.......!!,3,5/21/2018,0.2225,0.212,0.788,0
nice aap,5,5/21/2018,0.4215,0.737,0.263,0
These guys do automatic renewal and then dont give the option to stop in the app. U hv to mail them and after that they do stop ur subscription and if anything has been deducted is gone and gone with it the limited choice of unlimited kindle editions the very same day. Watever u hv paid or bought wont appear in ur librarary. So be careful,1,5/21/2018,-0.5302,0.028,0.88,0.092
Bahan chod badia app hai,5,5/21/2018,0,0,1,0
Great app,5,5/21/2018,0.6249,0.804,0.196,0
Really sleek! Best e-reader in the market as Amazon has a comprehensive collection of e-books too.,5,5/21/2018,0.8162,0.414,0.586,0
Happy with the app,5,5/21/2018,0.5719,0.552,0.448,0
Good app,5,5/21/2018,0.4404,0.744,0.256,0
Syncing system is broken and there's no option for accessing your wish list. Broken garbage,1,5/21/2018,-0.8834,0.105,0.428,0.467
It is a best reference book,5,5/21/2018,0.6369,0.512,0.488,0
This app is prohibitively difficult to remove.,1,5/21/2018,-0.5994,0,0.606,0.394
It's good one,3,5/21/2018,0.4404,0.592,0.408,0
Love this app when it actually works. Has to uninstall/reinstall to access books I've paid for as app glitches by locking my phone every time I open it,2,5/21/2018,0.6369,0.139,0.861,0
So usefull,4,5/21/2018,0,0,1,0
"I started using my Android Phone as my e-reader when, for some reason my Kindle - I'm not DISAPPOINTED, if",5,5/21/2018,0.476,0.154,0.846,0
The Kindle app is great but can someone tell the Amazon developers I don't want to open their apps everytime they are updated. It's annoying to update in the background & be interrupted by the app opening after the update finishes. Stop it!,3,5/21/2018,-0.7331,0.091,0.695,0.214
"Great reader app, probably the best app –without so many customization options, which make it easier to use–. Dictionaries make the download worthy. I can only suggest to make the multi-page highlight easier to perform and that you support a scroller on the dictionary definition pop-up so you can save time by not opening the whole dictionary.",4,5/21/2018,0.976,0.351,0.649,0
Nice application to use,4,5/21/2018,0.4215,0.483,0.517,0
Good,5,5/21/2018,0.4404,1,0,0
Good,5,5/21/2018,0.4404,1,0,0
"I don't use this app, have never used this app. And never will use this app. Why the hell can't I delete it!?",1,5/21/2018,-0.7088,0,0.803,0.197
Soooooo...bad,1,5/21/2018,0,0,1,0
Can't open the app since the last update... Sucks,1,5/21/2018,-0.3612,0,0.762,0.238
Loved it,5,5/21/2018,0.5994,0.796,0.204,0
"Every time this app autoupdates, it opens the app automatically and interrupts whatever I'm doing. There's no reason it should do this.",3,5/21/2018,-0.5423,0,0.816,0.184
"""Best of luck amazon . You have done a wonderful job by creating Kindle app . """,5,5/21/2018,0.93,0.649,0.351,0
Superb App. Best for reading books.,5,5/21/2018,0.8519,0.675,0.325,0
Perfect,5,5/21/2018,0.5719,1,0,0
Awesome,5,5/21/2018,0.6249,1,0,0
This app keeps crashing after the latest update. It won't even open.,1,5/21/2018,0,0,1,0
Good app,5,5/21/2018,0.4404,0.744,0.256,0
Good game!!!!!!!!!!!!!!!,5,5/21/2018,0.6209,0.803,0.197,0
I am prime member and still i'm unable to see the prime reading option in the app... Please can you help?,3,5/21/2018,0.6124,0.217,0.783,0
Steve smith,5,5/21/2018,0,0,1,0
Love it,5,5/21/2018,0.6369,0.808,0.192,0
Ok 😈😈,3,5/21/2018,0.296,0.688,0.312,0
Banal,5,5/21/2018,0,0,1,0
Garbage,1,5/21/2018,0,0,1,0
I love it. I listen to my books all day long and really enjoying the kindle unlimited.,4,5/21/2018,0.8357,0.378,0.622,0
La app es muy buena lo que no me gusta es que no tenga para poder escuchar los libros en verdad que si pusieran una opcion de voz para cuando uno se valle de viaje seria increible!,5,5/21/2018,-0.5707,0,0.882,0.118
"Well this is the second time I had to uninstall this app after it updated! Then reinstall it, not cool.",2,5/21/2018,-0.7231,0.083,0.634,0.283
Does not work on Galaxy S8 after update. I have no way to read my new books.,1,5/21/2018,-0.296,0,0.872,0.128
"I live off of this app. Work, school, everything. 20 minutes ago, it automatically updated. Now, it just crashes. Black screen. It was working quite well before. Anxiously awaiting a fix",2,5/21/2018,-0.6879,0.067,0.733,0.199
Latest update wiped my account and all of my books and magazines. Now I can't log in and the app just spins trying to access store.,1,5/21/2018,0,0,1,0
Good,4,5/21/2018,0.4404,1,0,0
Great comics & novels with highlighted description.,5,5/21/2018,0.6249,0.451,0.549,0
I love it,5,5/21/2018,0.6369,0.808,0.192,0
Nic,4,5/21/2018,0,0,1,0
Excellent,5,5/21/2018,0.5719,1,0,0
"LOVES FEELSTIY PLAY BY I ♥ DEVOTED TOO I ♥ HART R. STEVEN.PEREZ IT TIME.I.WAS XD.J.,,AND.MY.KID'S.WAS .BORN.GODBLEES.MY.WIFE'S MOM.NAME.EVTTE .R.I.P. I.BE.WITH .U.AN.MY sister AN.MOM.R.I.P..G.B.",5,5/21/2018,0.9,0.355,0.645,0
Good,5,5/21/2018,0.4404,1,0,0
I really do love my kindle app but I keep coming up with my phone deleting it. Not very fun.,5,5/21/2018,-0.2822,0.121,0.707,0.171
I want read more,3,5/21/2018,0.0772,0.394,0.606,0
"The app is fine, wishing for an option to save different countries' account",4,5/21/2018,0.7096,0.408,0.592,0
I LOVE IT!,5,5/21/2018,0.6696,0.818,0.182,0
Love to read just wish it didn't cost a lot to add audio,5,5/21/2018,0.7845,0.408,0.592,0
Great app,5,5/21/2018,0.6249,0.804,0.196,0
"First time open the app it wants me to choose category, none of them match; and it force me to choose book, none of them I am interested, and I was stuck there, I can never start using the app! Can you just fix this restriction?",1,5/21/2018,-0.2422,0.057,0.844,0.099
"I am unable to download any of the book I purchased, tried reinstalling, re-registered the device but still problem persists, I am able to access the book in my Ipad though!! The app is broken!! Please fix It!!!!!",1,5/21/2018,-0.8914,0.063,0.688,0.249
This app is very useful for making children read,5,5/21/2018,0.4927,0.285,0.715,0
Nice ebook app,5,5/21/2018,0.4215,0.583,0.417,0
"App can't even correctly remember where I left off in a book. Everytime I return it's always a few to a hundred pages off, even though I only use one device to read.",3,5/21/2018,0,0,1,0
I love the app!I've read 100's of free books,5,5/21/2018,0.8313,0.565,0.435,0
App is giving error message Amazon Kindle isn't responding,1,5/21/2018,0.1027,0.32,0.469,0.211
Best wishes.,5,5/21/2018,0.7003,1,0,0
Superb,5,5/21/2018,0.6249,1,0,0
"Ok, thanks",4,5/21/2018,0.6249,1,0,0
Awesome,5,5/21/2018,0.6249,1,0,0
Bkkkkk,5,5/21/2018,0,0,1,0
It is amazing,5,5/21/2018,0.5859,0.655,0.345,0
Best application to read books and I like to read all of my books...,5,5/21/2018,0.7717,0.379,0.621,0
Good,5,5/21/2018,0.4404,1,0,0
Fine,3,5/21/2018,0.2023,1,0,0
This is one of the best app for study,5,5/21/2018,0.6369,0.344,0.656,0
Awesome,5,5/21/2018,0.6249,1,0,0
I have got unlimited edition for free,5,5/21/2018,0.5106,0.398,0.602,0
Very good I hope it's to good,5,5/21/2018,0.8613,0.761,0.239,0
Yo,5,5/21/2018,0,0,1,0
Niciiiiooooo,5,5/21/2018,0,0,1,0
The app works fine on my phone but freezes after opening on my tablet. I have uninstalled and reinstalled numerous times. Still nothing.,1,5/21/2018,0.0644,0.062,0.887,0.051
All things you need for a book lover.,5,5/21/2018,0.5859,0.388,0.612,0
yoooooooooooooooooooooooooooooookooooooooooooooooo☺☺☺☺🇧🇬☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺,5,5/21/2018,0,0,1,0
Brilliant app I would be lost without it 😊,5,5/21/2018,-0.3527,0.199,0.42,0.381
Good,5,5/21/2018,0.4404,1,0,0
This app is good for readers and for writers to get some good ideas for writing I give this a thumbs-up,1,5/21/2018,0.7003,0.254,0.746,0
Super,5,5/21/2018,0.5994,1,0,0
Easy to access,4,5/21/2018,0.4404,0.592,0.408,0
Awesome app for using small devices to read,5,5/21/2018,0.6249,0.369,0.631,0
Nice one Amazon and I am proud that my sister is working in Amazon 😋😋😋😋😋😊😉😍,5,5/21/2018,0.8074,0.482,0.518,0
Luv it,5,5/21/2018,0,0,1,0
Nice,5,5/21/2018,0.4215,1,0,0
सृजनशील,5,5/21/2018,0,0,1,0
I love you epoi,5,5/21/2018,0.6369,0.677,0.323,0
Waste,1,5/21/2018,-0.4215,0,0,1
"Amazing app, have been waiting for such for a long time!",5,5/21/2018,0.6239,0.313,0.687,0
Gooddddd,5,5/21/2018,0,0,1,0
Do not open the app after an update happens in the background. This made me uninstall.,1,5/21/2018,-0.7096,0,0.754,0.246
I really like this app. I recommend it to everybody.,5,5/21/2018,0.6478,0.469,0.531,0
Gr8 to read,5,5/21/2018,0.5719,0.649,0.351,0
I love it,5,5/21/2018,0.6369,0.808,0.192,0
"Why is this incompatible with my brand new Chromebook? I always read books on my laptop, but apparently I can't do that now. I was under the assumption that all android apps would work on my Chromebook, and I'm extremely disappointed that this one does not. Please remedy this ASAP!",1,5/21/2018,-0.8087,0,0.86,0.14
"Why can't I view my wishlist, and also the user experience is not great. it's kinda buggy and it doesn't feel very smooth.",2,5/21/2018,-0.5096,0,0.864,0.136
Nice app. When i went anywhere and i am feeling boring that time i read some story. I love this app.,5,5/21/2018,0.7351,0.357,0.546,0.097
Nice,5,5/21/2018,0.4215,1,0,0
Awesome application,5,5/21/2018,0.6249,0.804,0.196,0
Excellent app,5,5/21/2018,0.5719,0.787,0.213,0
Add: 1. Mark as read feature 2. Those who are read will go at bottom. So we can explore unread books easily. Why this mess up?!,4,5/21/2018,-0.1007,0.082,0.822,0.096
Love it and no limit to material and entertainment. Loyal customer,5,5/21/2018,0.836,0.523,0.363,0.114
Great app,5,5/21/2018,0.6249,0.804,0.196,0
Nice,5,5/21/2018,0.4215,1,0,0
amazing app. I am using kindle and other reading apps but kindle is a best one. Reading is a good habits read and improve your skills. Thanks kindle thanks amazone.,5,5/21/2018,0.9766,0.529,0.471,0
"OK interface, but it continually losses your password. What's the point of an e-reader that continually forces you to re-enter your password? Hugely inconvenient.",1,5/21/2018,-0.7289,0.065,0.699,0.236
Great app lets me read all my ebooks anywhere on phone or laptop.,5,5/21/2018,0.6249,0.255,0.745,0
I hate this i want it off of my account get it off now i dont want to pay for stuff i dont like please remove it.,1,5/21/2018,-0.7074,0.136,0.593,0.271
"The kindle app is terrible. For the past couple months now, the app has not been working. I reinstall and uninstall. Ive called customer service and tell me to do the same thing multiple times even though I tell them I already did it. No resolution for the past couple months and now even with a bug fix. Still does not work. Very disappointing.",1,5/21/2018,-0.9178,0.039,0.757,0.204
"This app is great for reading your books, and since they fixed the scrolling in the store, browsing for new books is no longer broken!",5,5/21/2018,-0.5093,0.122,0.657,0.221
Wish you could zoom into the words,4,5/21/2018,0.4019,0.31,0.69,0
An App that works😁,5,5/21/2018,0,0,1,0
Thanks for your email and the phone number to contact you about the phone Hwje,5,5/21/2018,0.4939,0.244,0.756,0
It lets me read,4,5/21/2018,0,0,1,0
It is a right choice for those who love to read books,4,5/21/2018,0.6369,0.296,0.704,0
I used to love the app but a few months back they changed the format and it has become incredibly glitchy. When I try to pull up one of my books in the store to review it I get a screen telling me to download the app in French (I am located in Quebec) with no option to change the store to English. On top of that books that I have previously purchased can no longer be found in the store and the store search in general is very glitchy.,2,5/21/2018,-0.2023,0.053,0.885,0.062
Good,5,5/21/2018,0.4404,1,0,0
Fabulous,5,5/21/2018,0.5267,1,0,0
How can I delete this app?,1,5/21/2018,0,0,1,0
I love my kindle app,5,5/21/2018,0.6369,0.583,0.417,0
Good apps,5,5/21/2018,0.4404,0.744,0.256,0
Awesome app,5,5/21/2018,0.6249,0.804,0.196,0
Ok😉,3,5/21/2018,0,0,1,0
Stupid app,1,5/21/2018,-0.5267,0,0.227,0.773
"i love this app on my mobile, but recently it disappeared and now when I try to re install it its says an error 505 has occurred and wont let me, I have deleted my cache and data but still nothing. Can you help please ?",3,5/21/2018,-0.5002,0.108,0.721,0.171
I don't think,5,5/21/2018,0,0,1,0
it's interesting☺☺,3,5/21/2018,0,0,1,0
It's interesting and informative,5,5/21/2018,0.4019,0.474,0.526,0
Excellent..,5,5/21/2018,0,0,1,0
Good,5,5/21/2018,0.4404,1,0,0
This app constantly crashes during the login/setup process. Restart/reinstall does not help.,1,5/21/2018,-0.7997,0,0.583,0.417
Develop colourfully,4,5/21/2018,0,0,1,0
IT IS NOT GOOD,1,5/21/2018,-0.3412,0,0.555,0.445
"Recent updates of the app have meant manga/comics have issues downloading, I suspect time out issues. The new home/dashboard isn't very intuitive and the shopping experience needs more improvement. It's so much more difficult to buy titles compared to before.",3,5/21/2018,-0.5209,0.072,0.783,0.145
