Platform,Language,Date,App ID,App Name,Publisher ID,Publisher Name,User,Version,Rating,Title,Review
Google Play,English,3/31/2019,com.amazon.kindle,Amazon Kindle,2.02E+13,Amazon Mobile LLC,,8.17.0.49,5,,love it love it !!!!!!!!)
Google Play,English,3/31/2019,com.amazon.kindle,Amazon Kindle,2.02E+13,Amazon Mobile LLC,,,3,,Apps keeps disappearing on my phone hence I have to reinstall all the time. Sucks
Google Play,English,3/31/2019,com.amazon.kindle,Amazon Kindle,2.02E+13,Amazon Mobile LLC,,,5,,enjoy using it for reading when I have some time
Google Play,English,3/31/2019,com.amazon.kindle,Amazon Kindle,2.02E+13,Amazon Mobile LLC,,,5,,love it
Google Play,English,3/31/2019,com.amazon.kindle,Amazon Kindle,2.02E+13,Amazon Mobile LLC,,8.17.0.49,1,,my worst app
Google Play,English,3/31/2019,com.amazon.kindle,Amazon Kindle,2.02E+13,Amazon Mobile LLC,,8.17.0.49,4,,&hhhhhhhhhhhhhhhhhhhhhhh&hh&&&
Google Play,English,3/31/2019,com.amazon.kindle,Amazon Kindle,2.02E+13,Amazon Mobile LLC,,8.16.0.57,5,,Most used app on my N8
Google Play,English,3/31/2019,com.amazon.kindle,Amazon Kindle,2.02E+13,Amazon Mobile LLC,,8.17.0.49,2,,I'm not sure what to rate this. I own a kindle and used to love buying books through the app.. until my purchases started getting rejected by my credit card company as Amazon doesn't provide them with my CVC/CVV. I can't seem to get amazon to work for me anymore. Very sad.
Google Play,English,3/31/2019,com.amazon.kindle,Amazon Kindle,2.02E+13,Amazon Mobile LLC,,8.17.0.49,4,,love it
Google Play,English,3/31/2019,com.amazon.kindle,Amazon Kindle,2.02E+13,Amazon Mobile LLC,,,5,,Super...
Google Play,English,3/31/2019,com.amazon.kindle,Amazon Kindle,2.02E+13,Amazon Mobile LLC,,8.17.0.49,5,,"Excellent. Better than Google play books because it can show the clock while reading, and books can be read as one long page."
Google Play,English,3/31/2019,com.amazon.kindle,Amazon Kindle,2.02E+13,Amazon Mobile LLC,,8.16.0.57,4,,"x. I,,,,z was a. x"
Google Play,English,3/31/2019,com.amazon.kindle,Amazon Kindle,2.02E+13,Amazon Mobile LLC,,,1,,"Please be careful this is the 2nd time that Kindle has signed me up for Kindle Unlimited without my permission, or prior knowledge. I would give a better rating, but this really bothers me."
Google Play,English,3/31/2019,com.amazon.kindle,Amazon Kindle,2.02E+13,Amazon Mobile LLC,,,1,,Beware of this service! was charged and did not order it! Was refunded 1 payment since Dec of 2016...
Google Play,English,3/31/2019,com.amazon.kindle,Amazon Kindle,2.02E+13,Amazon Mobile LLC,,7.14.0.18,5,,Great app thanks.
Google Play,English,3/31/2019,com.amazon.kindle,Amazon Kindle,2.02E+13,Amazon Mobile LLC,,8.17.0.49,5,,great
Google Play,English,3/31/2019,com.amazon.kindle,Amazon Kindle,2.02E+13,Amazon Mobile LLC,,,4,,"Apart from the fact that i can't flick back to check something i've read before (with a real book it's easy), and some bits have been underlined by other people (why, kindle, why??) i generally like it to read on the bus etc. good product. i was suddenly asked by my app one day if i wanted to try the scrolling down way of reading, instead of 'pages', i tried it. But i don't like it at all and can't change it back. Beware of 'trials'! They may be permanent changes."
Google Play,English,3/31/2019,com.amazon.kindle,Amazon Kindle,2.02E+13,Amazon Mobile LLC,,,1,,I BUY BOOKS BUT IT TAKES DAYS TO DOWNLOAD THEM .. FOR LIKE 200MB DOWNLOAD IT TAKES 3+HRS ON 8MB/S SPEED SHOULD SURELY LOOK UPTO THIS ERROR
Google Play,English,3/31/2019,com.amazon.kindle,Amazon Kindle,2.02E+13,Amazon Mobile LLC,,8.16.0.57,5,,Excellent
Google Play,English,3/31/2019,com.amazon.kindle,Amazon Kindle,2.02E+13,Amazon Mobile LLC,,8.16.0.57,5,,good
Google Play,English,3/31/2019,com.amazon.kindle,Amazon Kindle,2.02E+13,Amazon Mobile LLC,,8.17.0.49,1,,"Seriously. Since the last update (3-29-2019), the app shortcut deletes itself from my tablet. I can ONLY access Kindle through the play store on the open option tab. Then, all it does is stay at the opening graphic. PLEASE FIX THIS."
Google Play,English,3/31/2019,com.amazon.kindle,Amazon Kindle,2.02E+13,Amazon Mobile LLC,,8.17.0.49,1,,terrible app
Google Play,English,3/31/2019,com.amazon.kindle,Amazon Kindle,2.02E+13,Amazon Mobile LLC,,8.14.1.0,4,,Does mostly what I want it to do. It'll get 5 stars when the app adds a TBR or Wish list where I can save books in store to purchase at a later date.
Google Play,English,3/31/2019,com.amazon.kindle,Amazon Kindle,2.02E+13,Amazon Mobile LLC,,8.13.1.65,4,,i like the app so much
Google Play,English,3/31/2019,com.amazon.kindle,Amazon Kindle,2.02E+13,Amazon Mobile LLC,,8.17.0.49,2,,"No reading list? It's pretty frustrating to not be able to access the same list that you linked through the Amazon site. I don't know why the home page wouldn't have it, there's no reason not to include it somewhere on the app."
Google Play,English,3/31/2019,com.amazon.kindle,Amazon Kindle,2.02E+13,Amazon Mobile LLC,,4.18.0.104,5,,best of best
Google Play,English,3/31/2019,com.amazon.kindle,Amazon Kindle,2.02E+13,Amazon Mobile LLC,,,5,,hey AMAZON MOBILE LLC there are marathi books are present or absent?
Google Play,English,3/31/2019,com.amazon.kindle,Amazon Kindle,2.02E+13,Amazon Mobile LLC,,8.17.0.49,5,,good because you can chose to read or to reaed along
